_row_id,Order_ID,y_pred,risk_level,priority_score,Traffic,Vehicle,Order_Period,Area,Category,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude
40206,iqxb459300228,190.86042440462745,high,2.17,Jam ,motorcycle ,Evening,Metropolitian ,Snacks,19.091458,72.827808,19.221458,72.957808
5411,uhyh774080740,210.27661351380965,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Kitchen,12.352058,76.60665,12.462058,76.71665
36071,mfuy966207134,134.80907256999214,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Pet Supplies,21.173493,72.801953,21.283493,72.911953
32661,lkal252496101,116.07430375433776,low,1.17,Jam ,scooter ,Evening,Metropolitian ,Home,12.98041,77.640489,13.05041,77.710489
38552,aqij204077941,206.1637870366028,high,2.17,Jam ,scooter ,Evening,Metropolitian ,Pet Supplies,0.0,0.0,0.07,0.07
18034,jtbh622361710,178.90093271302413,medium,1.67,Jam ,scooter ,Evening,Metropolitian ,Kitchen,11.001753,76.986241,11.091753,77.076241
37341,ausr094295014,109.0075708978358,medium,1.67,Jam ,scooter ,Evening,Metropolitian ,Clothing,11.016298,76.972076,11.106298,77.062076
1342,fppf827639521,200.24774398808464,high,2.17,Jam ,motorcycle ,Evening,Metropolitian ,Pet Supplies,26.911378,75.789034,27.051378,75.929034
37856,ltgq778430707,100.67257908796392,low,1.17,Jam ,scooter ,Evening,Urban ,Books,22.307898,73.167788,22.397898,73.257788
21996,ygbp866274847,189.3935368816905,medium,1.67,Jam ,motorcycle ,Evening,Urban ,Clothing,21.149669,72.772629,21.259669,72.882629
11256,isfh323396368,191.3891284133261,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Skincare,21.186884,72.793616,21.316884,72.923616
8884,igba337104445,197.78515679345807,high,2.17,Jam ,scooter ,Evening,Metropolitian ,Skincare,11.003008,76.97544,11.133009,77.10544
20633,zycz349370916,185.5618338639877,medium,1.67,Jam ,scooter ,Evening,Metropolitian ,Kitchen,12.321214,76.621094,12.451214,76.751094
34612,lqvf916744398,226.379883513332,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Skincare,21.149834,72.778666,21.279834,72.908666
4734,lswi984607341,124.64328176211164,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Snacks,22.728163,75.884212,22.808163,75.964212
4471,tzcg297881822,229.06234419999384,medium,1.67,Jam ,motorcycle ,Evening,Metropolitian ,Cosmetics,22.311603,73.165012,22.441603,73.295012
22740,kxns139784853,134.205397569254,medium,1.67,Jam ,motorcycle ,Evening,Metropolitian ,Apparel,13.022394,80.242439,13.132394,80.352439
26191,qmpj316851326,198.24955377955737,medium,1.67,Jam ,motorcycle ,Evening,Urban ,Electronics,18.554382,73.798206,18.644382,73.888206
10935,ttfb644577848,92.2727594457636,medium,1.67,Jam ,scooter ,Evening,Other,Kitchen,21.186438,72.794115,21.276438,72.884115
16454,suoc120461423,209.87989116810368,high,2.17,Jam ,motorcycle ,Evening,Metropolitian ,Clothing,11.003008,76.97544,11.093008,77.06544
13359,tsbu713803893,108.4651360095476,high,2.17,Jam ,motorcycle ,Evening,Metropolitian ,Electronics,26.913726,75.75282,27.003726,75.842821
1327,duwh849295111,195.6653217563837,high,2.17,Jam ,motorcycle ,Evening,Urban ,Shoes,19.131141,72.813074,19.21114,72.893074
22409,udyc589198117,197.31321955753955,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Kitchen,21.175104,72.804342,21.255104,72.884342
43288,uykb175258155,151.48758977129162,low,1.17,Jam ,scooter ,Evening,Metropolitian ,Pet Supplies,21.173343,72.792731,21.243343,72.862731
25992,jujt031553958,128.400191872513,high,2.17,Jam ,motorcycle ,Evening,Metropolitian ,Books,12.970324,77.645748,13.050324,77.725748
295,ljfy543933323,192.88412616958232,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Toys,19.12663,72.829976,19.20663,72.909976
20865,ixmt795354121,144.67932574725822,low,1.17,Jam ,scooter ,Evening,Urban ,Apparel,22.651847,75.881991,22.741847,75.971991
13813,roiy108239893,110.20998143287105,medium,1.67,Jam ,van,Evening,Urban ,Home,23.359194,85.325447,23.489194,85.455447
17882,wfcp418696405,187.60814912274924,low,1.17,Jam ,scooter ,Evening,Metropolitian ,Toys,19.22384,72.841347,19.35384,72.971347
677,sbaj018996229,208.27953112797013,low,1.17,Jam ,scooter ,Evening,Metropolitian ,Home,12.337978,76.616792,12.467978,76.746792
37584,zvey629677580,190.3888248132784,low,1.17,Jam ,scooter ,Evening,Metropolitian ,Home,12.972532,77.608179,13.062532,77.698179
15361,pwsq281122164,226.42340227397,medium,1.67,Jam ,motorcycle ,Evening,Metropolitian ,Books,11.026117,76.944652,11.156117,77.074652
31374,xidx018245353,228.2557594129936,medium,1.67,Jam ,motorcycle ,Evening,Metropolitian ,Snacks,21.17106,72.789292,21.26106,72.879292
21147,rfnu869193525,201.95431884293023,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Sports,26.846156,75.8023,26.936156,75.8923
6397,cxtv063245234,184.20763791423968,medium,1.67,Jam ,scooter ,Evening,Urban ,Apparel,17.422819,78.449578,17.502819,78.529578
32837,nedz100981528,211.67827357964163,low,1.17,Jam ,motorcycle ,Evening,Metropolitian ,Pet Supplies,22.753839,75.897429,22.863838,76.007429
37362,zteo988696415,195.23139619607977,high,2.17,Jam ,motorcycle ,Evening,Urban ,Outdoors,13.086438,80.220672,13.216439,80.350672
23345,mgzr885006779,138.86932345052085,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,22.727021,75.884167,22.837021,75.994167
32315,tark159527680,199.8905591209376,low,1.02,Jam ,scooter ,Night,Metropolitian ,Outdoors,23.333017,85.3172,23.403017,85.3872
1755,hyvo240160884,208.44612409546036,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies,12.906229,77.596791,12.986229,77.676791
17547,zrqr690539725,129.59150596613495,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics,11.022298,76.998349,11.132298,77.108349
10740,koyp373610104,189.7157680742696,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,26.956431,75.776649,27.096431,75.916649
3082,dcnb847115268,150.74857149811632,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Pet Supplies,22.310526,73.170937,22.400526,73.260937
36390,jnpn872102172,232.554225102688,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Home,18.530963,73.828972,18.660963,73.958972
42035,qcov918542054,132.91482082555035,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Clothing,12.352058,76.60665,12.442058,76.69665
40220,obkw948138103,186.93440259833463,high,2.02,Jam ,scooter ,Night,Metropolitian ,Cosmetics,17.410371,78.437225,17.520371,78.547225
21898,xdeq636403413,202.9271995558791,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,18.563934,73.915367,18.643935,73.995367
11633,cmop745273862,89.80011813538702,high,2.02,Jam ,scooter ,Night,Metropolitian ,Kitchen,21.185047,72.80859,21.295047,72.91859
9401,aevh121199077,39.86836669583563,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Grocery,18.927584,72.832585,18.997584,72.902585
29970,niet298927338,120.92102094280952,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Snacks,21.173343,72.792731,21.303343,72.922731
20774,tvxc938324737,130.5020596374304,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Home,26.892312,75.806896,26.972313,75.886896
5928,vocz622193957,112.69432241527667,low,1.02,Jam ,scooter ,Night,Metropolitian ,Clothing,18.53408,73.89852,18.61408,73.97852
40699,bfsm933370891,190.1427422169449,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Pet Supplies,21.157735,72.768778,21.227735,72.838778
40312,oviv396304211,109.44372915716602,low,1.02,Jam ,scooter ,Night,Metropolitian ,Toys,22.745536,75.893106,22.825536,75.973106
31540,fqjp817200861,197.68500670684196,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Outdoors,12.304569,76.643622,12.434569,76.773622
42387,jmfs372875091,186.45475107187127,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Sports,17.410371,78.437225,17.500371,78.527225
36524,kdar349187834,103.78820775006714,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics,11.000762,76.981876,11.110762,77.091876
21256,kdic327671543,122.1936589058078,medium,1.52,Jam ,motorcycle ,Night,Urban ,Clothing,18.536718,73.830327,18.646718,73.940327
42174,btmn513874718,213.1982899913592,low,1.02,Jam ,scooter ,Night,Metropolitian ,Outdoors,19.120083,72.907385,19.230083,73.017385
33998,mequ570202387,200.9396430571173,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Apparel,18.546947,73.900626,18.636947,73.990626
34668,oakn695906175,206.6417409125642,high,2.02,Jam ,scooter ,Night,Metropolitian ,Books,12.323194,76.630583,12.393194,76.700583
36273,wmzp713496643,204.3724643763212,high,2.02,Jam ,scooter ,Night,Urban ,Books,17.410371,78.437225,17.490371,78.517225
28550,ommc742585243,121.0205872563624,high,2.02,Jam ,motorcycle ,Night,Urban ,Cosmetics,19.055831,72.833984,19.185831,72.963984
24858,ryer245346312,183.1666221138921,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Toys,18.592718,73.773572,18.702718,73.883572
21247,ecza275698195,220.78069319139647,low,1.02,Jam ,motorcycle ,Night,Urban ,Cosmetics,22.75004,75.902847,22.83004,75.982847
33898,teru681757560,186.1923108522318,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Apparel,26.911927,75.797282,26.981927,75.867282
26086,qevc421807792,120.37465823565516,high,2.02,Jam ,motorcycle ,Night,Urban ,Toys,23.351058,85.325731,23.461058,85.435731
7503,wyli900821104,37.04586718683427,low,1.02,Jam ,scooter ,Night,Metropolitian ,Grocery,19.065838,72.832658,19.195838,72.962658
15398,hieq613946765,33.50495001961232,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Grocery,11.000762,76.981876,11.130762,77.111876
41291,pvjr494030645,205.09767203869265,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics,11.003681,76.975525,11.073681,77.045525
15872,zjth638032776,201.20223756184365,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Skincare,12.3085,76.665808,12.4385,76.795808
754,gvoc220746028,186.8445605350772,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Outdoors,22.725748,75.898497,22.835748,76.008497
2681,qhdf363842607,204.7858875977333,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Apparel,13.02978,80.208812,13.09978,80.278812
29086,aqet317642114,203.706340262946,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,12.939496,77.625999,13.019496,77.705999
27043,zpsv061910708,184.7270626534164,low,1.02,Jam ,van,Night,Metropolitian ,Sports,17.430448,78.418213,17.540448,78.528213
7710,dqkw257561772,187.0703290407424,medium,1.52,Jam ,scooter ,Night,Urban ,Cosmetics,22.74806,75.8934,22.83806,75.9834
4293,solg308049286,191.20605876603247,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,23.369746,85.33982,23.439746,85.40982
20394,ukir097505242,227.5791563299441,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics,17.438263,78.397865,17.568263,78.527865
5733,mlbf473541138,190.4404565768457,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Outdoors,22.732225,75.874765,22.802225,75.944765
10120,gxnb458345580,226.97844856789067,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies,22.308096,73.167753,22.438096,73.297753
38775,mais654626921,200.36949120405427,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Clothing,12.933284,77.615428,13.023284,77.705428
25903,zydg283935196,182.13120911559437,high,2.02,Jam ,scooter ,Night,Metropolitian ,Snacks,19.176269,72.836721,19.266269,72.926721
20395,mzpo930679243,200.36798213167364,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Jewelry,26.90519,75.810753,26.97519,75.880753
38183,iaxi800304545,202.75255787453747,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Sports,11.003008,76.97544,11.083009,77.05544
34271,jund466378480,99.54292497417975,low,1.02,Jam ,motorcycle ,Night,Urban ,Sports,0.0,0.0,0.07,0.07
9812,verr769494269,222.2449109252232,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,0.0,0.0,0.11,0.11
9042,lgof246157253,105.61798391780528,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Apparel,13.066762,80.251865,13.136762,80.321865
36996,eodn880180479,188.85665533840785,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Skincare,13.044694,80.26147,13.114694,80.33147
27500,wldd857875733,118.42712911159094,low,1.02,Jam ,motorcycle ,Night,Urban ,Kitchen,22.31279,73.170283,22.44279,73.300283
36779,udrt788101008,179.3210330432707,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Electronics,22.753839,75.897429,22.883838,76.027429
19316,wqct831128684,210.7552172109439,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Apparel,12.979096,77.640625,13.089096,77.750625
32418,wgyw588618332,17.174672357610156,low,1.02,Jam ,scooter ,Night,Metropolitian ,Grocery,26.892312,75.806896,26.962312,75.876896
33886,lybs192059113,182.7847843505362,low,1.02,Jam ,van,Night,Metropolitian ,Books,17.483216,78.552111,17.593216,78.662111
30751,wnak123943562,192.20526360351016,low,1.02,Jam ,scooter ,Night,Metropolitian ,Skincare,11.001852,76.976268,11.131852,77.106268
10122,tflr080642766,101.27867024665352,medium,1.52,Jam ,van,Night,Urban ,Electronics,0.0,0.0,0.13,0.13
25163,ebgz347036674,184.1592338038621,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,18.51421,73.838429,18.62421,73.948429
27102,aqgs842669974,188.960503285471,low,1.02,Jam ,scooter ,Night,Metropolitian ,Electronics,17.450851,78.379347,17.520851,78.449347
19028,wmpu392778946,199.43688957207675,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Apparel,12.934179,77.615797,13.064179,77.745797
33623,usko941874985,128.00363521283384,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Shoes,23.359033,85.325347,23.449033,85.415347
31607,pxbt681884524,231.1932301443272,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,0.0,0.0,0.09,0.09
7435,kgnl089680514,215.02684443973587,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Toys,22.732225,75.874765,22.842225,75.984765
29449,jjft984892153,28.793071333934588,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Grocery,17.440827,78.393391,17.530827,78.483391
13088,aqkf770210751,109.62177756960573,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,12.934179,77.615797,13.014179,77.695797
534,rhpv487359562,181.002742028437,low,1.02,Jam ,van,Night,Metropolitian ,Outdoors,19.103249,72.846749,19.233249,72.976749
10427,tpiq906522624,184.79892051013468,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Toys,17.41233,78.449654,17.52233,78.559654
33401,ruko347230134,188.80053940496157,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,12.3085,76.665808,12.3985,76.755808
20174,auyn040482656,193.4830075604517,medium,1.52,Jam ,motorcycle ,Night,Urban ,Jewelry,18.533811,73.899315,18.663811,74.029315
12041,drqc295846164,225.231113645826,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Toys,23.353783,85.326967,23.433783,85.406967
11953,mdou482131318,227.04704739291944,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies,11.022298,76.998349,11.152298,77.128349
25400,lrfw461678468,110.5857499182101,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Apparel,12.297954,76.665169,12.367954,76.735169
283,cdmn013747827,97.05862916775511,low,1.02,Jam ,scooter ,Night,Urban ,Electronics,26.90519,75.810753,26.99519,75.900753
7338,yowt711155330,131.99251797715024,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Kitchen,17.433809,78.386744,17.523809,78.476744
23001,nrpz670180321,203.8933463074837,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies,17.450851,78.379347,17.580851,78.509347
22116,nnww040231887,185.54364453903852,low,1.02,Jam ,scooter ,Night,Metropolitian ,Outdoors,13.029198,77.570997,13.159198,77.700997
37664,khju238555702,198.319151363341,low,1.02,Jam ,scooter ,Night,Urban ,Apparel,13.064181,80.236442,13.134181,80.306442
35964,wyee618660303,109.99080189230298,low,1.02,Jam ,scooter ,Night,Metropolitian ,Outdoors,12.98041,77.640489,13.07041,77.730489
41516,enal548084898,202.89177742896933,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Apparel,13.02978,80.208812,13.15978,80.338812
8209,advk062637801,173.94587717183614,low,1.02,Jam ,motorcycle ,Night,Urban ,Home,26.849596,75.800512,26.939596,75.890512
13862,nsfg666593898,110.4034966726464,low,1.02,Jam ,scooter ,Night,Metropolitian ,Apparel,22.311358,73.164798,22.381358,73.234798
22149,nxah199780258,205.96763942342267,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Clothing,22.761593,75.886362,22.851593,75.976362
29155,hxzw953220843,206.8793436573827,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Electronics,17.431477,78.40035,17.521477,78.49035
17776,wqnt909028555,104.84610781994527,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Clothing,26.913987,75.752891,27.003987,75.842891
28618,qpvy985884826,210.75687981660684,low,1.02,Jam ,scooter ,Night,Metropolitian ,Apparel,17.451976,78.385883,17.581976,78.515883
29835,vsrv397931228,200.10369998541057,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Shoes,26.902908,75.792934,27.032908,75.922934
11610,nhmt439753510,111.05867464785923,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Kitchen,17.433809,78.386744,17.503809,78.456744
17003,cvst493915718,127.6533130288352,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Electronics,22.725835,75.887648,22.795835,75.957648
29420,dkfc026122890,227.39241896059755,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Shoes,21.17106,72.789292,21.30106,72.919292
13397,vxsv064279980,204.1951341331876,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Outdoors,18.994049,72.825203,19.124049,72.955203
42158,giyh373141090,123.47472623095533,high,2.02,Jam ,motorcycle ,Night,Other,Books,12.972161,77.596014,13.062161,77.686014
13436,ogln872898468,126.1146516039627,medium,1.52,Jam ,motorcycle ,Night,Other,Snacks,12.972793,80.249982,13.082793,80.359982
42445,ndeg870319715,177.84630719386945,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Snacks,10.994136,76.963303,11.084136,77.053303
34548,ugsf102846290,98.34739869421811,low,1.02,Jam ,scooter ,Night,Urban ,Clothing,21.186608,72.794136,21.296608,72.904136
19437,mcjk784032978,145.89954715121033,low,1.02,Jam ,scooter ,Night,Metropolitian ,Electronics,26.88842,75.800689,27.02842,75.940689
34527,qiys926891866,119.32191983222856,low,1.02,Jam ,motorcycle ,Night,Urban ,Sports,18.546947,73.900626,18.626947,73.980626
3491,khgr492852623,227.41179180770484,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Books,26.905287,75.794592,27.015287,75.904592
35398,spxl641809938,111.15114153481326,low,1.02,Jam ,scooter ,Night,Metropolitian ,Clothing,17.433809,78.386744,17.543809,78.496744
76,jvco758418006,213.0908962471124,low,1.02,Jam ,scooter ,Night,Metropolitian ,Electronics,12.933298,77.614293,13.023298,77.704293
4699,pnrb191894894,111.97655359922466,medium,1.52,Jam ,scooter ,Night,Metropolitian ,Sports,12.939496,77.625999,13.049496,77.735999
27505,seho403813094,100.54157170919804,high,2.02,Jam ,motorcycle ,Night,Urban ,Cosmetics,12.310972,76.659264,12.390972,76.739264
40947,igel108293243,132.34136025900145,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Outdoors,18.516216,73.842527,18.596216,73.922527
35232,teih474631787,200.2341571371209,high,2.02,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics,19.254567,72.848923,19.384567,72.978923
679,rdus129341681,132.85563908180112,medium,1.52,Jam ,motorcycle ,Night,Metropolitian ,Shoes,17.411028,78.329645,17.541028,78.459645
36143,fdzu522574215,127.31558319824418,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Clothing,26.913483,75.803139,27.053483,75.943139
26779,ocgu392277095,131.45057847899153,low,1.02,Jam ,motorcycle ,Night,Metropolitian ,Electronics,26.914142,75.805704,26.984142,75.875704
31322,ccxn566824086,101.63699792878998,low,1.02,Jam ,scooter ,Night,Other,Toys,12.316967,76.603067,12.396967,76.683067
12478,jyic303064126,189.05419073350785,medium,1.52,Jam ,scooter ,Night,Urban ,Outdoors,21.17106,72.789292,21.25106,72.869292
