_row_id,Order_ID,y_true,y_pred,error,abs_error,risk_level,Traffic,Vehicle,Order_Period,Area,Category
13813,roiy108239893,85,110.20998143287105,-25.209981432871047,25.209981432871047,medium,Jam ,van,Evening,Urban ,Home
17882,wfcp418696405,200,187.60814912274924,12.39185087725076,12.39185087725076,low,Jam ,scooter ,Evening,Metropolitian ,Toys
677,sbaj018996229,210,208.27953112797013,1.720468872029869,1.720468872029869,low,Jam ,scooter ,Evening,Metropolitian ,Home
37584,zvey629677580,180,190.3888248132784,-10.388824813278404,10.388824813278404,low,Jam ,scooter ,Evening,Metropolitian ,Home
15361,pwsq281122164,200,226.42340227397,-26.423402273969998,26.423402273969998,medium,Jam ,motorcycle ,Evening,Metropolitian ,Books
31374,xidx018245353,200,228.2557594129936,-28.255759412993598,28.255759412993598,medium,Jam ,motorcycle ,Evening,Metropolitian ,Snacks
21147,rfnu869193525,205,201.95431884293023,3.0456811570697653,3.0456811570697653,low,Jam ,motorcycle ,Evening,Metropolitian ,Sports
6397,cxtv063245234,210,184.20763791423968,25.792362085760317,25.792362085760317,medium,Jam ,scooter ,Evening,Urban ,Apparel
32837,nedz100981528,225,211.67827357964163,13.321726420358374,13.321726420358374,low,Jam ,motorcycle ,Evening,Metropolitian ,Pet Supplies
37362,zteo988696415,230,195.23139619607977,34.76860380392023,34.76860380392023,high,Jam ,motorcycle ,Evening,Urban ,Outdoors
23345,mgzr885006779,175,138.86932345052085,36.13067654947915,36.13067654947915,high,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
32315,tark159527680,185,199.8905591209376,-14.89055912093761,14.89055912093761,low,Jam ,scooter ,Night,Metropolitian ,Outdoors
1755,hyvo240160884,260,208.44612409546036,51.55387590453964,51.55387590453964,high,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies
17547,zrqr690539725,140,129.59150596613495,10.408494033865054,10.408494033865054,low,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics
10740,koyp373610104,150,189.7157680742696,-39.71576807426959,39.71576807426959,high,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
3082,dcnb847115268,130,150.74857149811632,-20.74857149811632,20.74857149811632,medium,Jam ,scooter ,Night,Metropolitian ,Pet Supplies
36390,jnpn872102172,245,232.554225102688,12.445774897311992,12.445774897311992,low,Jam ,motorcycle ,Night,Metropolitian ,Home
42035,qcov918542054,150,132.91482082555035,17.08517917444965,17.08517917444965,medium,Jam ,motorcycle ,Night,Metropolitian ,Clothing
40220,obkw948138103,220,186.93440259833463,33.06559740166537,33.06559740166537,high,Jam ,scooter ,Night,Metropolitian ,Cosmetics
21898,xdeq636403413,215,202.9271995558791,12.072800444120901,12.072800444120901,low,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
11633,cmop745273862,120,89.80011813538702,30.199881864612976,30.199881864612976,high,Jam ,scooter ,Night,Metropolitian ,Kitchen
9401,aevh121199077,36,39.86836669583563,-3.8683666958356326,3.8683666958356326,low,Jam ,motorcycle ,Night,Metropolitian ,Grocery
29970,niet298927338,85,120.92102094280952,-35.92102094280952,35.92102094280952,high,Jam ,motorcycle ,Night,Metropolitian ,Snacks
20774,tvxc938324737,125,130.5020596374304,-5.502059637430392,5.502059637430392,low,Jam ,motorcycle ,Night,Metropolitian ,Home
5928,vocz622193957,110,112.69432241527667,-2.694322415276673,2.694322415276673,low,Jam ,scooter ,Night,Metropolitian ,Clothing
40699,bfsm933370891,170,190.1427422169449,-20.142742216944896,20.142742216944896,medium,Jam ,scooter ,Night,Metropolitian ,Pet Supplies
40312,oviv396304211,115,109.44372915716602,5.556270842833982,5.556270842833982,low,Jam ,scooter ,Night,Metropolitian ,Toys
31540,fqjp817200861,200,197.68500670684196,2.3149932931580395,2.3149932931580395,low,Jam ,motorcycle ,Night,Metropolitian ,Outdoors
42387,jmfs372875091,235,186.45475107187127,48.54524892812873,48.54524892812873,high,Jam ,motorcycle ,Night,Metropolitian ,Sports
36524,kdar349187834,120,103.78820775006714,16.211792249932856,16.211792249932856,medium,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics
21256,kdic327671543,105,122.1936589058078,-17.193658905807794,17.193658905807794,medium,Jam ,motorcycle ,Night,Urban ,Clothing
42174,btmn513874718,200,213.1982899913592,-13.19828999135919,13.19828999135919,low,Jam ,scooter ,Night,Metropolitian ,Outdoors
33998,mequ570202387,230,200.9396430571173,29.06035694288269,29.06035694288269,medium,Jam ,scooter ,Night,Metropolitian ,Apparel
34668,oakn695906175,245,206.6417409125642,38.35825908743581,38.35825908743581,high,Jam ,scooter ,Night,Metropolitian ,Books
36273,wmzp713496643,245,204.3724643763212,40.627535623678796,40.627535623678796,high,Jam ,scooter ,Night,Urban ,Books
28550,ommc742585243,90,121.0205872563624,-31.020587256362404,31.020587256362404,high,Jam ,motorcycle ,Night,Urban ,Cosmetics
24858,ryer245346312,185,183.1666221138921,1.833377886107911,1.833377886107911,low,Jam ,motorcycle ,Night,Metropolitian ,Toys
21247,ecza275698195,210,220.78069319139647,-10.780693191396466,10.780693191396466,low,Jam ,motorcycle ,Night,Urban ,Cosmetics
33898,teru681757560,220,186.1923108522318,33.8076891477682,33.8076891477682,high,Jam ,motorcycle ,Night,Metropolitian ,Apparel
26086,qevc421807792,170,120.37465823565516,49.62534176434484,49.62534176434484,high,Jam ,motorcycle ,Night,Urban ,Toys
7503,wyli900821104,43,37.04586718683427,5.954132813165728,5.954132813165728,low,Jam ,scooter ,Night,Metropolitian ,Grocery
15398,hieq613946765,24,33.50495001961232,-9.504950019612323,9.504950019612323,low,Jam ,motorcycle ,Night,Metropolitian ,Grocery
41291,pvjr494030645,220,205.09767203869265,14.90232796130735,14.90232796130735,low,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics
15872,zjth638032776,185,201.20223756184365,-16.202237561843646,16.202237561843646,medium,Jam ,motorcycle ,Night,Metropolitian ,Skincare
754,gvoc220746028,125,186.8445605350772,-61.84456053507719,61.84456053507719,high,Jam ,motorcycle ,Night,Metropolitian ,Outdoors
2681,qhdf363842607,195,204.7858875977333,-9.785887597733307,9.785887597733307,low,Jam ,motorcycle ,Night,Metropolitian ,Apparel
29086,aqet317642114,230,203.706340262946,26.293659737054014,26.293659737054014,medium,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
27043,zpsv061910708,190,184.7270626534164,5.272937346583603,5.272937346583603,low,Jam ,van,Night,Metropolitian ,Sports
7710,dqkw257561772,160,187.0703290407424,-27.070329040742394,27.070329040742394,medium,Jam ,scooter ,Night,Urban ,Cosmetics
4293,solg308049286,205,191.20605876603247,13.79394123396753,13.79394123396753,low,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
20394,ukir097505242,220,227.5791563299441,-7.579156329944112,7.579156329944112,low,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics
5733,mlbf473541138,215,190.4404565768457,24.55954342315431,24.55954342315431,medium,Jam ,motorcycle ,Night,Metropolitian ,Outdoors
10120,gxnb458345580,210,226.97844856789067,-16.978448567890666,16.978448567890666,medium,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies
38775,mais654626921,225,200.36949120405427,24.63050879594573,24.63050879594573,medium,Jam ,scooter ,Night,Metropolitian ,Clothing
25903,zydg283935196,215,182.13120911559437,32.86879088440563,32.86879088440563,high,Jam ,scooter ,Night,Metropolitian ,Snacks
20395,mzpo930679243,195,200.36798213167364,-5.367982131673642,5.367982131673642,low,Jam ,motorcycle ,Night,Metropolitian ,Jewelry
38183,iaxi800304545,185,202.75255787453747,-17.752557874537473,17.752557874537473,medium,Jam ,motorcycle ,Night,Metropolitian ,Sports
34271,jund466378480,110,99.54292497417975,10.457075025820245,10.457075025820245,low,Jam ,motorcycle ,Night,Urban ,Sports
9812,verr769494269,200,222.2449109252232,-22.244910925223195,22.244910925223195,medium,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
9042,lgof246157253,90,105.61798391780528,-15.617983917805276,15.617983917805276,medium,Jam ,motorcycle ,Night,Metropolitian ,Apparel
36996,eodn880180479,170,188.85665533840785,-18.856655338407847,18.856655338407847,medium,Jam ,scooter ,Night,Metropolitian ,Skincare
27500,wldd857875733,125,118.42712911159094,6.5728708884090565,6.5728708884090565,low,Jam ,motorcycle ,Night,Urban ,Kitchen
36779,udrt788101008,215,179.3210330432707,35.67896695672931,35.67896695672931,high,Jam ,motorcycle ,Night,Metropolitian ,Electronics
19316,wqct831128684,200,210.7552172109439,-10.755217210943897,10.755217210943897,low,Jam ,motorcycle ,Night,Metropolitian ,Apparel
32418,wgyw588618332,25,17.174672357610156,7.825327642389844,7.825327642389844,low,Jam ,scooter ,Night,Metropolitian ,Grocery
33886,lybs192059113,185,182.7847843505362,2.2152156494638007,2.2152156494638007,low,Jam ,van,Night,Metropolitian ,Books
30751,wnak123943562,205,192.20526360351016,12.794736396489839,12.794736396489839,low,Jam ,scooter ,Night,Metropolitian ,Skincare
10122,tflr080642766,125,101.27867024665352,23.72132975334648,23.72132975334648,medium,Jam ,van,Night,Urban ,Electronics
25163,ebgz347036674,185,184.1592338038621,0.8407661961379063,0.8407661961379063,low,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
27102,aqgs842669974,195,188.960503285471,6.039496714529008,6.039496714529008,low,Jam ,scooter ,Night,Metropolitian ,Electronics
19028,wmpu392778946,235,199.43688957207675,35.56311042792325,35.56311042792325,high,Jam ,motorcycle ,Night,Metropolitian ,Apparel
33623,usko941874985,125,128.00363521283384,-3.003635212833842,3.003635212833842,low,Jam ,motorcycle ,Night,Metropolitian ,Shoes
31607,pxbt681884524,210,231.1932301443272,-21.193230144327202,21.193230144327202,medium,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
7435,kgnl089680514,180,215.02684443973587,-35.02684443973587,35.02684443973587,high,Jam ,motorcycle ,Night,Metropolitian ,Toys
29449,jjft984892153,26,28.793071333934588,-2.793071333934588,2.793071333934588,low,Jam ,motorcycle ,Night,Metropolitian ,Grocery
13088,aqkf770210751,125,109.62177756960573,15.378222430394274,15.378222430394274,medium,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
534,rhpv487359562,195,181.002742028437,13.997257971562988,13.997257971562988,low,Jam ,van,Night,Metropolitian ,Outdoors
10427,tpiq906522624,195,184.79892051013468,10.201079489865322,10.201079489865322,low,Jam ,motorcycle ,Night,Metropolitian ,Toys
33401,ruko347230134,180,188.80053940496157,-8.800539404961569,8.800539404961569,low,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
20174,auyn040482656,215,193.4830075604517,21.51699243954829,21.51699243954829,medium,Jam ,motorcycle ,Night,Urban ,Jewelry
12041,drqc295846164,215,225.231113645826,-10.231113645826014,10.231113645826014,low,Jam ,motorcycle ,Night,Metropolitian ,Toys
11953,mdou482131318,205,227.04704739291944,-22.04704739291944,22.04704739291944,medium,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies
25400,lrfw461678468,85,110.5857499182101,-25.585749918210098,25.585749918210098,medium,Jam ,scooter ,Night,Metropolitian ,Apparel
283,cdmn013747827,110,97.05862916775511,12.941370832244885,12.941370832244885,low,Jam ,scooter ,Night,Urban ,Electronics
7338,yowt711155330,185,131.99251797715024,53.00748202284976,53.00748202284976,high,Jam ,motorcycle ,Night,Metropolitian ,Kitchen
23001,nrpz670180321,200,203.8933463074837,-3.8933463074837107,3.8933463074837107,low,Jam ,motorcycle ,Night,Metropolitian ,Pet Supplies
22116,nnww040231887,180,185.54364453903852,-5.5436445390385245,5.5436445390385245,low,Jam ,scooter ,Night,Metropolitian ,Outdoors
37664,khju238555702,210,198.319151363341,11.680848636658993,11.680848636658993,low,Jam ,scooter ,Night,Urban ,Apparel
35964,wyee618660303,105,109.99080189230298,-4.990801892302983,4.990801892302983,low,Jam ,scooter ,Night,Metropolitian ,Outdoors
41516,enal548084898,215,202.89177742896933,12.108222571030666,12.108222571030666,low,Jam ,motorcycle ,Night,Metropolitian ,Apparel
8209,advk062637801,185,173.94587717183614,11.054122828163855,11.054122828163855,low,Jam ,motorcycle ,Night,Urban ,Home
13862,nsfg666593898,120,110.4034966726464,9.596503327353602,9.596503327353602,low,Jam ,scooter ,Night,Metropolitian ,Apparel
22149,nxah199780258,240,205.96763942342267,34.03236057657733,34.03236057657733,high,Jam ,motorcycle ,Night,Metropolitian ,Clothing
29155,hxzw953220843,230,206.8793436573827,23.12065634261731,23.12065634261731,medium,Jam ,motorcycle ,Night,Metropolitian ,Electronics
17776,wqnt909028555,85,104.84610781994527,-19.846107819945274,19.846107819945274,medium,Jam ,motorcycle ,Night,Metropolitian ,Clothing
28618,qpvy985884826,200,210.75687981660684,-10.75687981660684,10.75687981660684,low,Jam ,scooter ,Night,Metropolitian ,Apparel
29835,vsrv397931228,180,200.10369998541057,-20.10369998541057,20.10369998541057,medium,Jam ,motorcycle ,Night,Metropolitian ,Shoes
11610,nhmt439753510,140,111.05867464785923,28.941325352140765,28.941325352140765,medium,Jam ,scooter ,Night,Metropolitian ,Kitchen
17003,cvst493915718,195,127.6533130288352,67.3466869711648,67.3466869711648,high,Jam ,motorcycle ,Night,Metropolitian ,Electronics
29420,dkfc026122890,240,227.39241896059755,12.607581039402447,12.607581039402447,low,Jam ,motorcycle ,Night,Metropolitian ,Shoes
13397,vxsv064279980,230,204.1951341331876,25.804865866812406,25.804865866812406,medium,Jam ,motorcycle ,Night,Metropolitian ,Outdoors
42158,giyh373141090,75,123.47472623095533,-48.474726230955326,48.474726230955326,high,Jam ,motorcycle ,Night,Other,Books
13436,ogln872898468,145,126.1146516039627,18.8853483960373,18.8853483960373,medium,Jam ,motorcycle ,Night,Other,Snacks
42445,ndeg870319715,155,177.84630719386945,-22.84630719386945,22.84630719386945,medium,Jam ,scooter ,Night,Metropolitian ,Snacks
34548,ugsf102846290,100,98.34739869421811,1.6526013057818858,1.6526013057818858,low,Jam ,scooter ,Night,Urban ,Clothing
19437,mcjk784032978,135,145.89954715121033,-10.899547151210328,10.899547151210328,low,Jam ,scooter ,Night,Metropolitian ,Electronics
34527,qiys926891866,110,119.32191983222856,-9.32191983222856,9.32191983222856,low,Jam ,motorcycle ,Night,Urban ,Sports
3491,khgr492852623,205,227.41179180770484,-22.411791807704844,22.411791807704844,medium,Jam ,motorcycle ,Night,Metropolitian ,Books
35398,spxl641809938,115,111.15114153481326,3.848858465186737,3.848858465186737,low,Jam ,scooter ,Night,Metropolitian ,Clothing
76,jvco758418006,220,213.0908962471124,6.909103752887603,6.909103752887603,low,Jam ,scooter ,Night,Metropolitian ,Electronics
4699,pnrb191894894,90,111.97655359922466,-21.97655359922466,21.97655359922466,medium,Jam ,scooter ,Night,Metropolitian ,Sports
27505,seho403813094,65,100.54157170919804,-35.54157170919804,35.54157170919804,high,Jam ,motorcycle ,Night,Urban ,Cosmetics
40947,igel108293243,150,132.34136025900145,17.658639740998552,17.658639740998552,medium,Jam ,motorcycle ,Night,Metropolitian ,Outdoors
35232,teih474631787,265,200.2341571371209,64.76584286287911,64.76584286287911,high,Jam ,motorcycle ,Night,Metropolitian ,Cosmetics
679,rdus129341681,160,132.85563908180112,27.144360918198885,27.144360918198885,medium,Jam ,motorcycle ,Night,Metropolitian ,Shoes
36143,fdzu522574215,130,127.31558319824418,2.684416801755816,2.684416801755816,low,Jam ,motorcycle ,Night,Metropolitian ,Clothing
26779,ocgu392277095,140,131.45057847899153,8.549421521008469,8.549421521008469,low,Jam ,motorcycle ,Night,Metropolitian ,Electronics
31322,ccxn566824086,110,101.63699792878998,8.363002071210019,8.363002071210019,low,Jam ,scooter ,Night,Other,Toys
12478,jyic303064126,210,189.05419073350785,20.945809266492148,20.945809266492148,medium,Jam ,scooter ,Night,Urban ,Outdoors
36400,gvqs952508269,165,189.13524841180345,-24.135248411803445,24.135248411803445,medium,Jam ,motorcycle ,Night,Metropolitian ,Skincare
33541,tbub719942959,205,181.81377826722232,23.186221732777682,23.186221732777682,medium,Jam ,motorcycle ,Night,Metropolitian ,Jewelry
18915,ehpv950567451,42,41.20163209862201,0.7983679013779934,0.7983679013779934,low,Jam ,motorcycle ,Night,Urban ,Grocery
8829,txva706007323,190,201.6252750716933,-11.625275071693295,11.625275071693295,low,Jam ,scooter ,Night,Metropolitian ,Shoes
40704,albc037059992,120,84.1171571889508,35.8828428110492,35.8828428110492,high,Jam ,scooter ,Night,Metropolitian ,Clothing
3223,xphq275696584,65,94.84177578084751,-29.841775780847513,29.841775780847513,medium,Jam ,van,Night,Metropolitian ,Sports
29414,nexg005775613,85,126.56713906128957,-41.567139061289566,41.567139061289566,high,Jam ,motorcycle ,Night,Urban ,Kitchen
30382,pscw932572177,41,42.99180155958586,-1.9918015595858591,1.9918015595858591,low,Jam ,scooter ,Night,Urban ,Grocery
41431,vrok374688403,125,150.7852102936819,-25.7852102936819,25.7852102936819,medium,Jam ,scooter ,Night,Metropolitian ,Skincare
10226,yktz030382039,240,198.94468627991736,41.05531372008264,41.05531372008264,high,Jam ,motorcycle ,Night,Metropolitian ,Shoes
4231,patr674789205,80,131.6330033482153,-51.63300334821531,51.63300334821531,high,Jam ,motorcycle ,Night,Metropolitian ,Sports
11088,teug381705083,225,187.9234240238545,37.076575976145506,37.076575976145506,high,Jam ,motorcycle ,Night,Metropolitian ,Skincare
14073,ioxa246400592,150,130.25482375913683,19.745176240863174,19.745176240863174,medium,Jam ,motorcycle ,Night,Metropolitian ,Home
9859,bndr628170904,200,206.89274449205047,-6.892744492050468,6.892744492050468,low,Jam ,van,Night,Metropolitian ,Home
2990,ikzw865814184,200,203.36889445497783,-3.368894454977834,3.368894454977834,low,Jam ,motorcycle ,Night,Metropolitian ,Skincare
41028,dedg517334698,205,195.05871198269176,9.941288017308239,9.941288017308239,low,Jam ,motorcycle ,Night,Metropolitian ,Snacks
36336,ejwu814070743,165,192.4303638969281,-27.4303638969281,27.4303638969281,medium,Jam ,scooter ,Night,Metropolitian ,Jewelry
